Lookup ID,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges
8-10035062,"",0,0,0,"",0,"",0,"",0
8-10035063,"",0,0,0,"",0,"",0,"",0
8-10035064,"",0,0,0,"",0,"",0,"",0
8-10035065,"",0,0,0,"",0,"",0,"",0
8-10035067,"",0,0,0,"",0,"",0,"",0
8-10035069,"",0,0,0,"",0,"",0,"",0
8-10035070,"",0,0,0,"",0,"",0,"",0
8-10035071,"",0,0,0,"",0,"",0,"",0
8-10035072,"",0,0,0,"",0,"",0,"",0
8-10035073,"",0,0,0,"",0,"",0,"",0
8-10035074,"",0,0,0,"",0,"",0,"",0
8-10035077,"",0,0,0,"",0,"",0,"",0
8-10035078,8-10003200,0,0,0,"",0,"",0,"",0
8-10035079,"",0,0,0,"",0,"",0,"",0
8-10035080,"",0,0,0,"",0,"",0,"",0
8-10035081,"",0,0,0,"",0,"",0,"",0
8-10035082,"",0,0,0,"",0,"",0,"",0
8-10035083,"",0,0,0,"",0,"",0,"",0
8-10035084,"",0,0,0,"",0,"",0,"",0
8-10035085,"",0,0,0,"",0,"",0,"",0
8-10035086,"",0,0,0,"",0,"",0,"",0
8-10035087,"",0,0,0,"",0,"",0,"",0
8-10035088,"",0,0,0,"",0,"",0,"",0
8-10035089,8-10002993,0,0,0,"",0,"",0,"",0
8-10035091,"",0,0,0,"",0,"",0,"",0
8-10035092,"",0,0,0,"",0,"",0,"",0
8-10035093,"",0,0,0,"",0,"",0,"",0
8-10035094,"",0,0,0,"",0,"",0,"",0
8-10035095,"",0,0,0,"",0,"",0,"",0
8-10035097,"",0,0,0,"",0,"",0,"",0
8-10035098,"",0,0,0,"",0,"",0,"",0
8-10035099,"",0,0,0,"",0,"",0,"",0
8-10035102,"",0,0,0,"",0,"",0,"",0
8-10035103,8-10002407,0,0,0,"",0,"",0,"",0
8-10035104,"",0,0,0,"",0,"",0,"",0
8-10035105,"",0,0,0,"",0,"",0,"",0
8-10035106,"",0,0,0,"",0,"",0,"",0
8-10035107,"",0,0,0,"",0,"",0,"",0
8-10035108,"",0,0,0,"",0,"",0,"",0
8-10035109,"",0,0,0,"",0,"",0,"",0
8-10035110,"",0,0,0,"",0,"",0,"",0
8-10035111,"",0,0,0,"",0,"",0,"",0
8-10035112,"",0,0,0,"",0,"",0,"",0
8-10035113,"",0,0,0,"",0,"",0,"",0
8-10035114,"",0,0,0,"",0,"",0,"",0
8-10035115,"",0,0,0,"",0,"",0,"",0
8-10035116,"",0,0,0,"",0,"",0,"",0
8-10035117,"",0,0,0,"",0,"",0,"",0
8-10035118,"",0,0,0,"",0,"",0,"",0
8-10035119,"",0,0,0,"",0,"",0,"",0
8-10035120,"",0,0,0,"",0,"",0,"",0
8-10035122,"",0,0,0,"",0,"",0,"",0
8-10035123,"",0,0,0,"",0,"",0,"",0
8-10035124,"",0,0,0,"",0,"",0,"",0
8-10035126,"",0,0,0,"",0,"",0,"",0
8-10035127,"",0,0,0,"",0,"",0,"",0
8-10035128,"",0,0,0,"",0,"",0,"",0
8-10035129,"",0,0,0,"",0,"",0,"",0
8-10035130,"",0,0,0,"",0,"",0,"",0
8-10035132,"",0,0,0,"",0,"",0,"",0
8-10035133,"",0,0,0,"",0,"",0,"",0
8-10035134,"",0,0,0,"",0,"",0,"",0
8-10035135,"",0,0,0,"",0,"",0,"",0
8-10035136,"",0,0,0,"",0,"",0,"",0
8-10035137,"",0,0,0,"",0,"",0,"",0
8-10035138,"",0,0,0,"",0,"",0,"",0
8-10035139,"",0,0,0,"",0,"",0,"",0
8-10035140,"",0,0,0,"",0,"",0,"",0
8-10035141,"",0,0,0,"",0,"",0,"",0
8-10035142,"",0,0,0,"",0,"",0,"",0
8-10035143,"",0,0,0,"",0,"",0,"",0
8-10035144,"",0,0,0,"",0,"",0,"",0
8-10035145,"",0,0,0,"",0,"",0,"",0
8-10035146,"",0,0,0,"",0,"",0,"",0
8-10035147,"",0,0,0,"",0,"",0,"",0
8-10035149,"",0,0,0,"",0,"",0,"",0
8-10035150,"",0,0,0,"",0,"",0,"",0
8-10035151,"",0,0,0,"",0,"",0,"",0
8-10035152,"",0,0,0,"",0,"",0,"",0
8-10035153,"",0,0,0,"",0,"",0,"",0
8-10035154,"",0,0,0,"",0,"",0,"",0
8-10035155,"",0,0,0,"",0,"",0,"",0
8-10035156,"",0,0,0,"",0,"",0,"",0
8-10035157,"",0,0,0,"",0,"",0,"",0
8-10035158,"",0,0,0,"",0,"",0,"",0
8-10035159,8-10002994,0,0,0,"",0,"",0,"",0
8-10035161,"",0,0,0,"",0,"",0,"",0
8-10035162,"",0,0,0,"",0,"",0,"",0
8-10035163,"",0,0,0,"",0,"",0,"",0
8-10035164,"",0,0,0,"",0,"",0,"",0
8-10035165,"",0,0,0,"",0,"",0,"",0
8-10035166,"",0,0,0,"",0,"",0,"",0
8-10035168,"",0,0,0,"",0,"",0,"",0
8-10035169,"",0,0,0,"",0,"",0,"",0
8-10035170,"",0,0,0,"",0,"",0,"",0
8-10035171,"",0,0,0,"",0,"",0,"",0
8-10035172,"",0,0,0,"",0,"",0,"",0
8-10035173,"",0,0,0,"",0,"",0,"",0
8-10035174,"",0,0,0,"",0,"",0,"",0
8-10035175,"",0,0,0,"",0,"",0,"",0
8-10035176,"",0,0,0,"",0,"",0,"",0
8-10035177,"",0,0,0,"",0,"",0,"",0
8-10035178,8-10002737,0,0,0,"",0,"",0,"",0
8-10035179,"",0,0,0,"",0,"",0,"",0
8-10035180,"",0,0,0,"",0,"",0,"",0
8-10035181,"",0,0,0,"",0,"",0,"",0
8-10035182,"",0,0,0,"",0,"",0,"",0
8-10035183,"",0,0,0,"",0,"",0,"",0
8-10035184,"",0,0,0,"",0,"",0,"",0
8-10035185,"",0,0,0,"",0,"",0,"",0
8-10035186,"",0,0,0,"",0,"",0,"",0
8-10035187,"",0,0,0,"",0,"",0,"",0
8-10035188,"",0,0,0,"",0,"",0,"",0
8-10035189,"",0,0,0,"",0,"",0,"",0
8-10035190,"",0,0,0,"",0,"",0,"",0
8-10035191,"",0,0,0,"",0,"",0,"",0
8-10035192,"",0,0,0,"",0,"",0,"",0
8-10035193,"",0,0,0,"",0,"",0,"",0
8-10035194,"",0,0,0,"",0,"",0,"",0
8-10035195,"",0,0,0,"",0,"",0,"",0
8-10035196,"",0,0,0,"",0,"",0,"",0
8-10035197,"",0,0,0,"",0,"",0,"",0
8-10035198,"",0,0,0,"",0,"",0,"",0
8-10035199,"",0,0,0,"",0,"",0,"",0
8-10035200,"",0,0,0,"",0,"",0,"",0
8-10035201,"",0,0,0,"",0,"",0,"",0
8-10035202,"",0,0,0,"",0,"",0,"",0
8-10035203,"",0,0,0,"",0,"",0,"",0
8-10035204,"",0,0,0,"",0,"",0,"",0
8-10035206,"",0,0,0,"",0,"",0,"",0
8-10035207,"",0,0,0,"",0,"",0,"",0
8-10035208,"",0,0,0,"",0,"",0,"",0
8-10035209,"",0,0,0,"",0,"",0,"",0
8-10035210,"",0,0,0,"",0,"",0,"",0
8-10035211,8-10002995,0,0,0,"",0,"",0,"",0
8-10035212,8-10002995,0,0,0,"",0,"",0,"",0
8-10035214,"",0,0,0,"",0,"",0,"",0
8-10035215,"",0,0,0,"",0,"",0,"",0
8-10035216,"",0,0,0,"",0,"",0,"",0
8-10035217,"",0,0,0,"",0,"",0,"",0
8-10035219,8-10002997,0,0,0,"",0,"",0,"",0
8-10035221,"",0,0,0,"",0,"",0,"",0
8-10035222,"",0,0,0,"",0,"",0,"",0
8-10035223,"",0,0,0,"",0,"",0,"",0
8-10035224,"",0,0,0,"",0,"",0,"",0
8-10035225,"",0,0,0,"",0,"",0,"",0
8-10035226,"",0,0,0,"",0,"",0,"",0
8-10035227,"",0,0,0,"",0,"",0,"",0
8-10035230,"",0,0,0,"",0,"",0,"",0
8-10035231,"",0,0,0,"",0,"",0,"",0
8-10035233,"",0,0,0,"",0,"",0,"",0
8-10035234,"",0,0,0,"",0,"",0,"",0
8-10035235,"",0,0,0,"",0,"",0,"",0
8-10035236,"",0,0,0,"",0,"",0,"",0
8-10035237,"",0,0,0,"",0,"",0,"",0
8-10035238,"",0,0,0,"",0,"",0,"",0
8-10035239,"",0,0,0,"",0,"",0,"",0
8-10035240,"",0,0,0,"",0,"",0,"",0
8-10035241,"",0,0,0,"",0,"",0,"",0
8-10035242,"",0,0,0,"",0,"",0,"",0
8-10035243,"",0,0,0,"",0,"",0,"",0
8-10035244,"",0,0,0,"",0,"",0,"",0
8-10035245,"",0,0,0,"",0,"",0,"",0
8-10035246,"",0,0,0,"",0,"",0,"",0
8-10035247,"",0,0,0,"",0,"",0,"",0
8-10035248,"",0,0,0,"",0,"",0,"",0
8-10035249,"",0,0,0,"",0,"",0,"",0
8-10035250,"",0,0,0,"",0,"",0,"",0
8-10035251,8-10002996,0,0,0,"",0,"",0,"",0
8-10035255,"",0,0,0,"",0,"",0,"",0
8-10035256,"",0,0,0,"",0,"",0,"",0
8-10035257,"",0,0,0,"",0,"",0,"",0
8-10035258,"",0,0,0,"",0,"",0,"",0
8-10035259,"",0,0,0,"",0,"",0,"",0
8-10035260,"",0,0,0,"",0,"",0,"",0
8-10035261,"",0,0,0,"",0,"",0,"",0
8-10035262,"",0,0,0,"",0,"",0,"",0
8-10035263,"",0,0,0,"",0,"",0,"",0
8-10035264,"",0,0,0,"",0,"",0,"",0
8-10035265,"",0,0,0,"",0,"",0,"",0
8-10035266,"",0,0,0,"",0,"",0,"",0
8-10035267,"",0,0,0,"",0,"",0,"",0
8-10035268,"",0,0,0,"",0,"",0,"",0
8-10035269,"",0,0,0,"",0,"",0,"",0
8-10035270,"",0,0,0,"",0,"",0,"",0
8-10035271,"",0,0,0,"",0,"",0,"",0
8-10035272,"",0,0,0,"",0,"",0,"",0
8-10035273,"",0,0,0,"",0,"",0,"",0
8-10035274,"",0,0,0,"",0,"",0,"",0
8-10035275,"",0,0,0,"",0,"",0,"",0
8-10035276,"",0,0,0,"",0,"",0,"",0
8-10035278,"",0,0,0,"",0,"",0,"",0
8-10035279,"",0,0,0,"",0,"",0,"",0
8-10035280,"",0,0,0,"",0,"",0,"",0
8-10035281,"",0,0,0,"",0,"",0,"",0
8-10035282,"",0,0,0,"",0,"",0,"",0
8-10035283,"",0,0,0,"",0,"",0,"",0
8-10035284,8-10002998,0,0,0,"",0,"",0,"",0
8-10035285,8-10002998,0,0,0,"",0,"",0,"",0
8-10035286,"",0,0,0,"",0,"",0,"",0
8-10035287,8-10002999,0,0,0,"",0,"",0,"",0
8-10035288,"",0,0,0,"",0,"",0,"",0
8-10035289,"",0,0,0,"",0,"",0,"",0
8-10035290,"",0,0,0,"",0,"",0,"",0
8-10035291,"",0,0,0,"",0,"",0,"",0
8-10035292,"",0,0,0,"",0,"",0,"",0
8-10035293,"",0,0,0,"",0,"",0,"",0
8-10035294,"",0,0,0,"",0,"",0,"",0
8-10035295,"",0,0,0,"",0,"",0,"",0
8-10035296,8-10002999,0,0,0,"",0,"",0,"",0
8-10035298,"",0,0,0,"",0,"",0,"",0
8-10035299,"",0,0,0,"",0,"",0,"",0
8-10035301,"",0,0,0,"",0,"",0,"",0
8-10035302,"",0,0,0,"",0,"",0,"",0
8-10035303,8-10003369,0,0,0,"",0,"",0,"",0
8-10035304,"",0,0,0,"",0,"",0,"",0
8-10035305,"",0,0,0,"",0,"",0,"",0
8-10035306,"",0,0,0,"",0,"",0,"",0
8-10035307,"",0,0,0,"",0,"",0,"",0
8-10035308,"",0,0,0,"",0,"",0,"",0
8-10035309,"",0,0,0,"",0,"",0,"",0
8-10035310,"",0,0,0,"",0,"",0,"",0
8-10035311,"",0,0,0,"",0,"",0,"",0
8-10035313,"",0,0,0,"",0,"",0,"",0
8-10035314,"",0,0,0,"",0,"",0,"",0
8-10035315,"",0,0,0,"",0,"",0,"",0
8-10035316,"",0,0,0,"",0,"",0,"",0
8-10035317,"",0,0,0,"",0,"",0,"",0
8-10035318,"",0,0,0,"",0,"",0,"",0
8-10035319,"",0,0,0,"",0,"",0,"",0
8-10035320,"",0,0,0,"",0,"",0,"",0
8-10035321,"",0,0,0,"",0,"",0,"",0
8-10035322,"",0,0,0,"",0,"",0,"",0
8-10035323,"",0,0,0,"",0,"",0,"",0
8-10035324,"",0,0,0,"",0,"",0,"",0
8-10035325,"",0,0,0,"",0,"",0,"",0
8-10035326,"",0,0,0,"",0,"",0,"",0
8-10035327,"",0,0,0,"",0,"",0,"",0
8-10035328,"",0,0,0,"",0,"",0,"",0
8-10035329,"",0,0,0,"",0,"",0,"",0
8-10035330,"",0,0,0,"",0,"",0,"",0
8-10035331,"",0,0,0,"",0,"",0,"",0
8-10035332,"",0,0,0,"",0,"",0,"",0
8-10035333,"",0,0,0,"",0,"",0,"",0
8-10035334,8-10003000,0,0,0,"",0,"",0,"",0
8-10035335,8-10003000,0,0,0,"",0,"",0,"",0
8-10035337,"",0,0,0,"",0,"",0,"",0
8-10035338,"",0,0,0,"",0,"",0,"",0
8-10035339,"",0,0,0,"",0,"",0,"",0
8-10035340,"",0,0,0,"",0,"",0,"",0
8-10035341,"",0,0,0,"",0,"",0,"",0
8-10035342,"",0,0,0,"",0,"",0,"",0
8-10035343,"",0,0,0,"",0,"",0,"",0
8-10035345,"",0,0,0,"",0,"",0,"",0
8-10035346,"",0,0,0,"",0,"",0,"",0
8-10035347,"",0,0,0,"",0,"",0,"",0
8-10035348,"",0,0,0,"",0,"",0,"",0
8-10035349,"",0,0,0,"",0,"",0,"",0
8-10035350,"",0,0,0,"",0,"",0,"",0
8-10035351,"",0,0,0,"",0,"",0,"",0
8-10035353,"",0,0,0,"",0,"",0,"",0
8-10035354,"",0,0,0,"",0,"",0,"",0
8-10035355,"",0,0,0,"",0,"",0,"",0
8-10035357,"",0,0,0,"",0,"",0,"",0
8-10035358,"",0,0,0,"",0,"",0,"",0
8-10035359,"",0,0,0,"",0,"",0,"",0
8-10035360,"",0,0,0,"",0,"",0,"",0
8-10035361,"",0,0,0,"",0,"",0,"",0
8-10035362,"",0,0,0,"",0,"",0,"",0
8-10035363,"",0,0,0,"",0,"",0,"",0
8-10035364,"",0,0,0,"",0,"",0,"",0
8-10035365,"",0,0,0,"",0,"",0,"",0
8-10035366,"",0,0,0,"",0,"",0,"",0
8-10035367,"",0,0,0,"",0,"",0,"",0
8-10035368,"",0,0,0,"",0,"",0,"",0
8-10035369,"",0,0,0,"",0,"",0,"",0
8-10035371,"",0,0,0,"",0,"",0,"",0
8-10035372,"",0,0,0,"",0,"",0,"",0
8-10035373,"",0,0,0,"",0,"",0,"",0
8-10035374,"",0,0,0,"",0,"",0,"",0
8-10035375,"",0,0,0,"",0,"",0,"",0
8-10035376,"",0,0,0,"",0,"",0,"",0
8-10035377,"",0,0,0,"",0,"",0,"",0
8-10035378,"",0,0,0,"",0,"",0,"",0
8-10035379,"",0,0,0,"",0,"",0,"",0
8-10035380,"",0,0,0,"",0,"",0,"",0
8-10035382,"",0,0,0,"",0,"",0,"",0
8-10035383,8-10003027,0,0,0,"",0,"",0,"",0
8-10035384,8-10000347,0,0,0,"",0,"",0,"",0
8-10035386,"",0,0,0,"",0,"",0,"",0
8-10035387,"",0,0,0,"",0,"",0,"",0
8-10035388,"",0,0,0,"",0,"",0,"",0
8-10035389,"",0,0,0,"",0,"",0,"",0
8-10035397,8-10002208,0,0,0,"",0,"",0,"",0
8-10035398,8-10002208,0,0,0,"",0,"",0,"",0
8-10035399,8-10002208,0,0,0,"",0,"",0,"",0
8-10035400,"",0,0,0,"",0,"",0,"",0
8-10035402,"",0,0,0,"",0,"",0,"",0
8-10035403,"",0,0,0,"",0,"",0,"",0
8-10035405,"",0,0,0,"",0,"",0,"",0
8-10035406,8-10003002,0,0,0,"",0,"",0,"",0
8-10035407,8-10003002,0,0,0,"",0,"",0,"",0
8-10035408,"",0,0,0,"",0,"",0,"",0
8-10035409,"",0,0,0,"",0,"",0,"",0
8-10035410,"",0,0,0,"",0,"",0,"",0
8-10035411,"",0,0,0,"",0,"",0,"",0
8-10035412,"",0,0,0,"",0,"",0,"",0
8-10035413,"",0,0,0,"",0,"",0,"",0
8-10035414,"",0,0,0,"",0,"",0,"",0
8-10035416,"",0,0,0,"",0,"",0,"",0
8-10035417,"",0,0,0,"",0,"",0,"",0
8-10035418,"",0,0,0,"",0,"",0,"",0
8-10035419,"",0,0,0,"",0,"",0,"",0
8-10035420,"",0,0,0,"",0,"",0,"",0
8-10035421,"",0,0,0,"",0,"",0,"",0
8-10035422,"",0,0,0,"",0,"",0,"",0
8-10035423,"",0,0,0,"",0,"",0,"",0
8-10035424,"",0,0,0,"",0,"",0,"",0
8-10035425,"",0,0,0,"",0,"",0,"",0
8-10035426,"",0,0,0,"",0,"",0,"",0
8-10035427,8-10003003,0,0,0,"",0,"",0,"",0
8-10035429,"",0,0,0,"",0,"",0,"",0
8-10035430,"",0,0,0,"",0,"",0,"",0
8-10035431,"",0,0,0,"",0,"",0,"",0
8-10035432,"",0,0,0,"",0,"",0,"",0
8-10035433,"",0,0,0,"",0,"",0,"",0
8-10035434,"",0,0,0,"",0,"",0,"",0
8-10035435,"",0,0,0,"",0,"",0,"",0
8-10035436,"",0,0,0,"",0,"",0,"",0
8-10035437,"",0,0,0,"",0,"",0,"",0
8-10035439,"",0,0,0,"",0,"",0,"",0
8-10035440,8-10003005,0,0,0,"",0,"",0,"",0
8-10035441,8-10003004,0,0,0,"",0,"",0,"",0
8-10035442,8-10003004,0,0,0,"",0,"",0,"",0
8-10035444,"",0,0,0,"",0,"",0,"",0
8-10035445,"",0,0,0,"",0,"",0,"",0
8-10035446,"",0,0,0,"",0,"",0,"",0
8-10035447,"",0,0,0,"",0,"",0,"",0
8-10035448,"",0,0,0,"",0,"",0,"",0
8-10035449,"",0,0,0,"",0,"",0,"",0
8-10035450,"",0,0,0,"",0,"",0,"",0
8-10035452,"",0,0,0,"",0,"",0,"",0
8-10035454,"",0,0,0,"",0,"",0,"",0
8-10035455,"",0,0,0,"",0,"",0,"",0
8-10035456,"",0,0,0,"",0,"",0,"",0
8-10035457,"",0,0,0,"",0,"",0,"",0
8-10035458,"",0,0,0,"",0,"",0,"",0
8-10035459,"",0,0,0,"",0,"",0,"",0
8-10035460,"",0,0,0,"",0,"",0,"",0
8-10035461,"",0,0,0,"",0,"",0,"",0
8-10035462,"",0,0,0,"",0,"",0,"",0
8-10035463,"",0,0,0,"",0,"",0,"",0
8-10035464,"",0,0,0,"",0,"",0,"",0
8-10035465,"",0,0,0,"",0,"",0,"",0
8-10035466,"",0,0,0,"",0,"",0,"",0
8-10035467,"",0,0,0,"",0,"",0,"",0
8-10035468,"",0,0,0,"",0,"",0,"",0
8-10035469,"",0,0,0,"",0,"",0,"",0
8-10035470,"",0,0,0,"",0,"",0,"",0
8-10035471,"",0,0,0,"",0,"",0,"",0
8-10035473,"",0,0,0,"",0,"",0,"",0
8-10035474,"",0,0,0,"",0,"",0,"",0
8-10035475,"",0,0,0,"",0,"",0,"",0
8-10035476,"",0,0,0,"",0,"",0,"",0
8-10035477,"",0,0,0,"",0,"",0,"",0
8-10035478,"",0,0,0,"",0,"",0,"",0
8-10035479,"",0,0,0,"",0,"",0,"",0
8-10035480,"",0,0,0,"",0,"",0,"",0
8-10035481,"",0,0,0,"",0,"",0,"",0
8-10035482,"",0,0,0,"",0,"",0,"",0
8-10035483,"",0,0,0,"",0,"",0,"",0
8-10035485,"",0,0,0,"",0,"",0,"",0
8-10035486,"",0,0,0,"",0,"",0,"",0
8-10035487,"",0,0,0,"",0,"",0,"",0
8-10035488,"",0,0,0,"",0,"",0,"",0
8-10035489,"",0,0,0,"",0,"",0,"",0
8-10035490,"",0,0,0,"",0,"",0,"",0
8-10035491,"",0,0,0,"",0,"",0,"",0
8-10035492,"",0,0,0,"",0,"",0,"",0
8-10035493,"",0,0,0,"",0,"",0,"",0
8-10035494,"",0,0,0,"",0,"",0,"",0
8-10035495,"",0,0,0,"",0,"",0,"",0
8-10035496,"",0,0,0,"",0,"",0,"",0
8-10035497,"",0,0,0,"",0,"",0,"",0
8-10035498,"",0,0,0,"",0,"",0,"",0
8-10035499,"",0,0,0,"",0,"",0,"",0
8-10035500,"",0,0,0,"",0,"",0,"",0
8-10035501,"",0,0,0,"",0,"",0,"",0
8-10035502,"",0,0,0,"",0,"",0,"",0
8-10035503,"",0,0,0,"",0,"",0,"",0
8-10035504,"",0,0,0,"",0,"",0,"",0
8-10035505,"",0,0,0,"",0,"",0,"",0
8-10035506,"",0,0,0,"",0,"",0,"",0
8-10035507,"",0,0,0,"",0,"",0,"",0
8-10035508,"",0,0,0,"",0,"",0,"",0
8-10035509,"",0,0,0,"",0,"",0,"",0
8-10035510,"",0,0,0,"",0,"",0,"",0
8-10035511,"",0,0,0,"",0,"",0,"",0
8-10035513,"",0,0,0,"",0,"",0,"",0
8-10035514,"",0,0,0,"",0,"",0,"",0
8-10035515,"",0,0,0,"",0,"",0,"",0
8-10035516,"",0,0,0,"",0,"",0,"",0
8-10035517,"",0,0,0,"",0,"",0,"",0
8-10035518,"",0,0,0,"",0,"",0,"",0
8-10035519,"",0,0,0,"",0,"",0,"",0
8-10035521,"",0,0,0,"",0,"",0,"",0
8-10035522,"",0,0,0,"",0,"",0,"",0
8-10035523,"",0,0,0,"",0,"",0,"",0
8-10035524,"",0,0,0,"",0,"",0,"",0
8-10035525,"",0,0,0,"",0,"",0,"",0
8-10035528,"",0,0,0,"",0,"",0,"",0
8-10035529,"",0,0,0,"",0,"",0,"",0
8-10035530,"",0,0,0,"",0,"",0,"",0
8-10035531,8-10003006,0,0,20,"",20,5/4/2020,20,5/4/2020,0
8-10035532,8-10003006,0,0,0,"",0,"",0,"",0
8-10035534,"",0,0,0,"",0,"",0,"",0
8-10035535,"",0,0,0,"",0,"",0,"",0
8-10035537,"",0,0,0,"",0,"",0,"",0
8-10035538,"",0,0,0,"",0,"",0,"",0
8-10035541,"",0,0,0,"",0,"",0,"",0
8-10035543,"",0,0,0,"",0,"",0,"",0
8-10035544,"",0,0,0,"",0,"",0,"",0
8-10035545,"",0,0,0,"",0,"",0,"",0
8-10035546,"",0,0,0,"",0,"",0,"",0
8-10035547,"",0,0,0,"",0,"",0,"",0
8-10035548,"",0,0,0,"",0,"",0,"",0
8-10035550,"",0,0,0,"",0,"",0,"",0
8-10035551,"",0,0,0,"",0,"",0,"",0
8-10035552,"",0,0,0,"",0,"",0,"",0
8-10035553,"",0,0,0,"",0,"",0,"",0
8-10035554,"",0,0,0,"",0,"",0,"",0
8-10035555,"",0,0,0,"",0,"",0,"",0
8-10035556,"",0,0,0,"",0,"",0,"",0
8-10035557,"",0,0,0,"",0,"",0,"",0
8-10035559,"",0,0,0,"",0,"",0,"",0
8-10035560,"",0,0,0,"",0,"",0,"",0
8-10035562,"",0,0,0,"",0,"",0,"",0
8-10035563,8-10003007,0,0,0,"",0,"",0,"",0
8-10035564,8-10003007,0,0,0,"",0,"",0,"",0
8-10035566,8-10003008,0,0,0,"",0,"",0,"",0
8-10035567,8-10003008,0,0,0,"",0,"",0,"",0
8-10035568,"",0,0,0,"",0,"",0,"",0
8-10035569,"",0,0,0,"",0,"",0,"",0
8-10035570,"",0,0,0,"",0,"",0,"",0
8-10035571,"",0,0,0,"",0,"",0,"",0
8-10035572,"",0,0,0,"",0,"",0,"",0
8-10035573,"",0,0,0,"",0,"",0,"",0
8-10035575,"",0,0,0,"",0,"",0,"",0
8-10035576,"",0,0,0,"",0,"",0,"",0
8-10035577,"",0,0,0,"",0,"",0,"",0
8-10035578,8-10003009,0,0,0,"",0,"",0,"",0
8-10035579,8-10003009,0,0,0,"",0,"",0,"",0
8-10035582,"",0,0,0,"",0,"",0,"",0
8-10035585,"",0,0,0,"",0,"",0,"",0
8-10035586,8-10003015,0,0,0,"",0,"",0,"",0
8-10035587,"",0,0,0,"",0,"",0,"",0
8-10035589,"",0,0,0,"",0,"",0,"",0
8-10035590,"",0,0,0,"",0,"",0,"",0
8-10035591,"",0,0,0,"",0,"",0,"",0
8-10035592,"",0,0,0,"",0,"",0,"",0
8-10035593,"",0,0,0,"",0,"",0,"",0
8-10035594,"",0,0,0,"",0,"",0,"",0
8-10035595,"",0,0,0,"",0,"",0,"",0
8-10035596,"",0,0,0,"",0,"",0,"",0
8-10035597,"",0,0,0,"",0,"",0,"",0
8-10035599,"",0,0,0,"",0,"",0,"",0
8-10035600,"",0,0,0,"",0,"",0,"",0
8-10035601,"",0,0,0,"",0,"",0,"",0
8-10035602,"",0,0,0,"",0,"",0,"",0
8-10035603,"",0,0,0,"",0,"",0,"",0
8-10035604,"",0,0,0,"",0,"",0,"",0
8-10035605,"",0,0,0,"",0,"",0,"",0
8-10035606,"",0,0,0,"",0,"",0,"",0
8-10035607,"",0,0,0,"",0,"",0,"",0
8-10035608,"",0,0,0,"",0,"",0,"",0
8-10035609,"",0,0,0,"",0,"",0,"",0
8-10035611,"",0,0,0,"",0,"",0,"",0
8-10035612,"",0,0,0,"",0,"",0,"",0
8-10035613,"",0,0,0,"",0,"",0,"",0
8-10035614,"",0,0,0,"",0,"",0,"",0
8-10035616,"",0,0,0,"",0,"",0,"",0
8-10035617,"",0,0,0,"",0,"",0,"",0
8-10035618,"",0,0,0,"",0,"",0,"",0
8-10035619,"",0,0,0,"",0,"",0,"",0
8-10035620,"",0,0,0,"",0,"",0,"",0
8-10035621,"",0,0,0,"",0,"",0,"",0
8-10035622,"",0,0,0,"",0,"",0,"",0
8-10035623,"",0,0,0,"",0,"",0,"",0
8-10035624,"",0,0,0,"",0,"",0,"",0
8-10035625,"",0,0,0,"",0,"",0,"",0
8-10035626,"",0,0,0,"",0,"",0,"",0
8-10035627,"",0,0,0,"",0,"",0,"",0
8-10035628,"",0,0,0,"",0,"",0,"",0
8-10035629,"",0,0,0,"",0,"",0,"",0
8-10035630,"",0,0,0,"",0,"",0,"",0
8-10035631,"",0,0,0,"",0,"",0,"",0
8-10035632,"",0,0,0,"",0,"",0,"",0
8-10035633,"",0,0,0,"",0,"",0,"",0
8-10035634,8-10002993,0,0,0,"",0,"",0,"",0
8-10035635,8-10002993,0,0,0,"",0,"",0,"",0
8-10035636,"",0,0,0,"",0,"",0,"",0
8-10035637,"",0,0,0,"",0,"",0,"",0
8-10035638,"",0,0,0,"",0,"",0,"",0
8-10035639,"",0,0,0,"",0,"",0,"",0
8-10035640,"",0,0,0,"",0,"",0,"",0
8-10035641,"",0,0,0,"",0,"",0,"",0
8-10035642,"",0,0,0,"",0,"",0,"",0
8-10035643,"",0,0,0,"",0,"",0,"",0
8-10035644,8-10003013,0,0,0,"",0,"",0,"",0
8-10035646,"",0,0,0,"",0,"",0,"",0
8-10035647,"",0,0,0,"",0,"",0,"",0
8-10035649,"",0,0,0,"",0,"",0,"",0
8-10035650,"",0,0,0,"",0,"",0,"",0
8-10035651,"",0,0,0,"",0,"",0,"",0
8-10035652,"",0,0,0,"",0,"",0,"",0
8-10035653,"",0,0,0,"",0,"",0,"",0
8-10035654,"",0,0,0,"",0,"",0,"",0
8-10035655,"",0,0,0,"",0,"",0,"",0
8-10035657,"",0,0,0,"",0,"",0,"",0
8-10035658,"",0,0,0,"",0,"",0,"",0
8-10035659,"",0,0,0,"",0,"",0,"",0
8-10035660,"",0,0,0,"",0,"",0,"",0
8-10035661,"",0,0,0,"",0,"",0,"",0
8-10035662,"",0,0,0,"",0,"",0,"",0
8-10035663,"",0,0,0,"",0,"",0,"",0
8-10035664,8-10002694,0,0,0,"",0,"",0,"",0
8-10035665,"",0,0,0,"",0,"",0,"",0
8-10035666,"",0,0,0,"",0,"",0,"",0
